,cluster,movieId,odds_ratio
0,0,1,1.0382197653809877
1,3,1,1.0703961800324833
2,4,1,1.0657177062436773
3,6,1,1.0380183876709153
4,7,1,0.9442764426997932
5,9,1,1.0406837661395625
6,11,1,1.0820948500467173
7,12,1,1.1247080174324702
8,13,1,0.9435401143535876
9,15,1,0.9438524943550566
10,16,1,0.9349506581649054
11,17,1,1.0002786628969895
12,18,1,1.0766350287699722
13,19,1,0.928423953935566
14,20,1,0.9676007983753476
15,21,1,1.0018354438210408
16,22,1,1.0766350287699722
17,23,1,1.0891157569445329
18,25,1,0.8421747699403068
19,27,1,1.107844429636849
20,28,1,1.0448841307631958
21,29,1,1.0002786628969895
22,30,1,0.8805952716333543
23,31,1,0.8650792654544429
24,32,1,1.0210881187261256
25,33,1,1.0142919577642229
26,34,1,1.0142919577642229
27,35,1,1.0329842870572707
28,36,1,0.9582693594187364
29,37,1,0.9676007983753476
30,39,1,0.9481219419300351
31,40,1,1.0329842870572707
32,41,1,1.0567876515474492
33,43,1,0.9893829587312815
34,44,1,1.018445024717337
35,45,1,1.1422039753460584
36,46,1,1.053124638023805
37,47,1,1.0657177062436773
38,48,1,0.9621571839940668
39,49,1,1.1265822047404563
40,50,1,1.0984789559038695
41,51,1,0.9676007983753476
42,52,1,1.0329842870572707
43,54,1,1.0002786628969895
44,55,1,1.003911249643954
45,56,1,0.8534463702043067
46,58,1,1.0853711141117812
47,59,1,0.7839339666318149
48,60,1,1.05555608227717
49,61,1,1.0329842870572707
50,62,1,1.0637914409502893
51,63,1,1.0229180593120064
52,64,1,0.9512722649368495
53,65,1,0.902328206998142
54,67,1,0.9458309599342696
55,68,1,1.080605731170402
56,70,1,1.0411650346865282
57,71,1,0.9607247818709632
58,72,1,0.9769345005406621
59,73,1,0.9349506581649054
60,74,1,0.8154701049811658
61,77,1,1.0242600710073184
62,78,1,0.9582693594187364
63,79,1,1.0703961800324833
64,80,1,0.9893829587312815
65,81,1,0.9806686152896674
66,82,1,0.9927351546522517
67,83,1,1.0329842870572707
68,84,1,0.9567143395690156
69,85,1,0.9497881963433868
70,86,1,1.0111774514664964
71,87,1,0.9119912338913101
72,89,1,1.060260204665537
73,90,1,0.9186359736529468
74,91,1,1.0470094897418905
75,93,1,1.0159170175780519
76,94,1,0.9625758962240514
77,0,2,1.0877358992195922
78,7,2,0.9597568664348506
79,9,2,1.0854748700458285
80,12,2,1.1602387375591203
81,15,2,0.7828150272542747
82,16,2,0.9898029679244015
83,17,2,1.0515933993444446
84,18,2,1.015523221731198
85,20,2,1.0786934821464422
86,21,2,0.8952122735511463
87,25,2,1.0245339977969141
88,34,2,1.1524566446728353
89,36,2,0.9666861285241298
90,37,2,1.0651383498569995
91,39,2,1.1271035083368433
92,43,2,0.970536872602791
93,46,2,1.0245339977969141
94,48,2,0.8898440147611963
95,52,2,0.8745149763774315
96,60,2,1.105834338012556
97,61,2,0.8975134475309672
98,62,2,0.9435989667099418
99,63,2,1.0593321249867724
100,64,2,0.8630267880901019
101,65,2,1.1221384608992933
102,67,2,1.105834338012556
103,70,2,1.061443263164283
104,71,2,1.0593321249867724
105,77,2,1.0148025543751382
106,78,2,0.8630267880901019
107,81,2,0.8898440147611963
108,82,2,1.0335492838292886
109,87,2,0.841115211318632
110,89,2,0.9032676735215545
111,91,2,1.1503348370033648
112,94,2,0.8939733020667998
113,7,3,1.1351598589415868
114,15,3,0.9625875858718627
115,17,3,1.0388284607769103
116,25,3,0.9625875858718627
117,35,3,0.7105413841434848
118,39,3,0.8917671332789883
119,46,3,1.1177349011541087
120,48,3,0.8175799091189664
121,52,3,1.077222659556208
122,60,3,1.0197000465912687
123,65,3,1.1935161430709094
124,70,3,1.164285331730569
125,77,3,1.0550497577621518
126,78,3,0.8776783852822035
127,89,3,0.7658613691283477
128,94,3,1.2326554082722838
129,0,5,0.8148382792017417
130,17,5,1.0825685558213334
131,39,5,1.2067548433884727
132,46,5,1.0858760702803125
133,48,5,0.8824288743568645
134,52,5,1.0519207521761096
135,58,5,0.8704591722859868
136,60,5,0.9264726843273401
137,63,5,1.3595197757838153
138,70,5,1.0274864831372197
139,71,5,0.7871737770212537
140,77,5,1.003126488833203
141,78,5,0.7871737770212537
142,87,5,1.150407411376841
143,93,5,1.0112382551022496
144,94,5,0.9758098557986902
145,0,6,1.0337269201483201
146,6,6,0.9209427227200403
147,7,6,1.0272635498155154
148,9,6,0.9885306555202557
149,15,6,0.9359409087812217
150,17,6,0.9636010678440475
151,21,6,0.9946872855662435
152,29,6,1.1472022836495133
153,30,6,1.1017287921989196
154,35,6,0.9434445722114355
155,39,6,0.9411931530789234
156,46,6,1.0244127800650893
157,48,6,0.9659738663979747
158,52,6,0.9402283431668977
159,56,6,0.9659738663979747
160,59,6,0.8312087711676873
161,60,6,1.0803680031508658
162,61,6,0.9209427227200403
163,62,6,0.9788600902278259
164,63,6,1.0175727233218066
165,64,6,0.9595341217955399
166,65,6,1.081095806897533
167,67,6,0.87602115747157
168,68,6,1.1472022836495133
169,70,6,1.0201564476986436
170,71,6,0.9614658095752712
171,77,6,1.007499643310698
172,78,6,0.9305830151445317
173,81,6,1.056366496750314
174,82,6,1.069963534081272
175,85,6,1.1244516128858708
